Index,Protein Name,Protein Id,Antibody Id,Reliability Verification,Tissue,Organ,Staining Level,Intensity Level,Quantity,locations,URL,Cytoplasm,Golgi Apparatus,Mitochondria,Nucleus,Endoplasmic Reticulum,Plasma Membrane,Vesicles,Cytoskeleton,Nucleoli,Lysosomes
8406,MDH2,ENSG00000146701,HPA019716,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/45343_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8334,RMDN3,ENSG00000137824,HPA009975,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/152716_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8751,MRPS36,ENSG00000134056,HPA035802,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/72472_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8507,VDAC2,ENSG00000165637,HPA043475,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/93722_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8264,UQCRFS1,ENSG00000169021,HPA041863,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/90137_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
7753,MIPEP,ENSG00000027001,HPA031670,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/67948_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7746,CS,ENSG00000062485,CAB075753,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/159380_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7892,IVD,ENSG00000128928,HPA044250,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/109206_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8659,OGDH,ENSG00000105953,HPA020347,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/45787_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8466,TIMMDC1,ENSG00000113845,HPA053214,uncertain,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/120126_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8129,NDUFV3,ENSG00000160194,HPA019791,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/47421_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8620,CS,ENSG00000062485,CAB075751,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/159287_B_3_4.jpg,0,0,1,0,0,0,0,0,0,0
7930,SQOR,ENSG00000137767,HPA017079,enhanced,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/38855_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
7960,MAVS,ENSG00000088888,CAB009187,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/24846_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
7868,NDUFV3,ENSG00000160194,HPA019791,enhanced,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/47421_B_2_4.jpg,0,0,1,0,0,0,0,0,0,0
8287,TUFM,ENSG00000178952,CAB075731,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/159143_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8186,SQOR,ENSG00000137767,HPA041589,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/121456_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7998,ALAS1,ENSG00000023330,HPA035860,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/81753_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8263,ALDH6A1,ENSG00000119711,HPA029073,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/65861_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8435,HSPD1,ENSG00000144381,CAB072816,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/152881_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8453,ALDH6A1,ENSG00000119711,HPA029074,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/65845_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8182,TOMM20,ENSG00000173726,HPA011562,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/26984_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8603,IVD,ENSG00000128928,HPA041391,enhanced,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/86967_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
7928,SAMM50,ENSG00000100347,HPA034537,enhanced,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/71338_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8280,IVD,ENSG00000128928,HPA041391,enhanced,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/86967_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8789,ALDH6A1,ENSG00000119711,HPA029074,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/65845_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8780,ETHE1,ENSG00000105755,HPA029029,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/68093_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8559,NDUFV3,ENSG00000160194,HPA020463,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/47393_B_1_4.jpg,0,0,1,0,0,0,0,0,0,0
8143,TACO1,ENSG00000136463,HPA021643,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/49127_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8162,CHCHD2,ENSG00000106153,HPA027407,approved,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/101102_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8838,HSPD1,ENSG00000144381,CAB002775,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/6661_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8484,TFB2M,ENSG00000162851,HPA030265,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/62382_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8140,UQCRC2,ENSG00000140740,HPA019146,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/43472_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8441,MDH2,ENSG00000146701,HPA019848,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/45351_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
8439,MDH2,ENSG00000146701,HPA019848,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/45351_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8840,MAVS,ENSG00000088888,HPA049850,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/136089_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8146,SYNJ2BP,ENSG00000213463,HPA000866,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/1966_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8243,ECHS1,ENSG00000127884,HPA021995,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/49674_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8084,MRPS25,ENSG00000131368,HPA043490,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/93721_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
7977,MIPEP,ENSG00000027001,HPA030676,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/67888_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8189,MRPS36,ENSG00000134056,HPA035802,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/72472_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8391,SFXN1,ENSG00000164466,HPA019543,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/44010_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
7901,COX5B,ENSG00000135940,HPA034517,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/69051_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8269,TXN2,ENSG00000100348,HPA000994,approved,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/2281_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
7845,HSPA9,ENSG00000113013,HPA000898,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/1961_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8628,HADHA,ENSG00000084754,HPA015536,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/39088_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8315,CS,ENSG00000062485,CAB075751,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/159287_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8486,ATP5F1B,ENSG00000110955,HPA001528,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/4705_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8116,TOMM40,ENSG00000130204,HPA036232,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/125744_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8523,NDUFV3,ENSG00000160194,HPA030427,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/66809_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8347,NDUFB11,ENSG00000147123,HPA030367,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/62541_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8535,MAOA,ENSG00000189221,CAB009437,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/30397_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8697,ATP5ME,ENSG00000169020,HPA035010,enhanced,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/72702_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
7959,MDH2,ENSG00000146701,HPA019714,enhanced,Breast,Female tissues,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/45347_B_1_4.jpg,0,0,1,0,0,0,0,0,0,0
8218,SDHA,ENSG00000073578,CAB034929,enhanced,Breast,Female tissues,medium;medium;medium,moderate;moderate;moderate,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/64125_B_3_4.jpg,0,0,1,0,0,0,0,0,0,0
7814,SFXN1,ENSG00000164466,HPA019543,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/44010_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8239,TUFM,ENSG00000178952,CAB075731,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/159143_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8446,AC139530.2,ENSG00000262660,HPA022853,approved,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/51216_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7981,AC139530.2,ENSG00000262660,HPA022853,approved,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;75%-25%,Mitochondria,dataset/HPA-18/Mitochondria/51216_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8436,AFG3L2,ENSG00000141385,HPA004480,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/13732_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8351,ATP5F1B,ENSG00000110955,CAB017527,supported,Liver,Liver & gallbladder,high;high,strong;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/39694_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
7728,ATP5F1B,ENSG00000110955,CAB017527,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/39694_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8236,UQCRFS1,ENSG00000169021,HPA041863,enhanced,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/90137_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8661,OGDH,ENSG00000105953,HPA019514,supported,Breast,Female tissues,medium;low;low,moderate;weak;weak,>75%;75%-25%;75%-25%,Mitochondria,dataset/HPA-18/Mitochondria/44169_B_1_4.jpg,0,0,1,0,0,0,0,0,0,0
8381,GRPEL2,ENSG00000164284,HPA018173,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/42376_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8645,LRPPRC,ENSG00000138095,HPA036408,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/76741_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8699,AFG3L2,ENSG00000141385,HPA004480,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/13732_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8758,MAVS,ENSG00000088888,HPA053524,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;75%-25%,Mitochondria,dataset/HPA-18/Mitochondria/136093_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
8198,ATP5IF1,ENSG00000130770,HPA027999,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/58417_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
7752,SQOR,ENSG00000137767,HPA017079,enhanced,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/38855_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8854,NDUFB6,ENSG00000165264,HPA044001,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/96869_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
7971,NDUFB6,ENSG00000165264,HPA044001,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/96869_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8099,PNPT1,ENSG00000138035,HPA034602,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/69309_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8763,NDUFB6,ENSG00000165264,HPA044001,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/96869_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8642,NDUFV3,ENSG00000160194,HPA020463,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/47393_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8166,ACADS,ENSG00000122971,CAB019284,enhanced,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/42604_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8180,ALDH6A1,ENSG00000119711,HPA029075,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/65849_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7922,TOMM22,ENSG00000100216,HPA003037,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/19520_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8510,MCCC2,ENSG00000131844,HPA038301,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/80423_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8871,TOMM70,ENSG00000154174,HPA048020,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/146373_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
7784,MDH2,ENSG00000146701,HPA019848,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/45351_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8197,UQCRQ,ENSG00000164405,HPA046693,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/106976_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8810,MRPL45,ENSG00000278845,HPA023373,enhanced,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/51551_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8009,TOMM22,ENSG00000100216,HPA003037,supported,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/19520_B_2_4.jpg,0,0,1,0,0,0,0,0,0,0
8419,AC139530.2,ENSG00000262660,HPA023043,approved,Breast,Female tissues,medium;high;high,moderate;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/51224_B_1_4.jpg,0,0,1,0,0,0,0,0,0,0
8220,PNKD,ENSG00000127838,HPA017068,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/38827_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8680,UQCRFS1,ENSG00000169021,HPA050339,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/123782_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
7980,PHB2,ENSG00000215021,CAB026335,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/54298_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8216,OGDH,ENSG00000105953,HPA020347,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/45787_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8019,LETM1,ENSG00000168924,HPA011029,supported,Liver,Liver & gallbladder,medium;low,moderate;weak,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/27588_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8139,HSPD1,ENSG00000144381,CAB002775,supported,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/6661_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8322,TXN2,ENSG00000100348,HPA000994,approved,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/2281_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8091,TOMM70,ENSG00000154174,HPA048020,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/146373_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8627,MCL1,ENSG00000143384,CAB002781,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/7057_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8469,PNKD,ENSG00000127838,HPA017068,approved,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/38827_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8795,HK1,ENSG00000156515,HPA007043,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/21485_A_4_5.jpg,0,0,1,0,0,0,0,0,0,0
8709,TACO1,ENSG00000136463,HPA024294,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/54426_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8541,BNIP3L,ENSG00000104765,CAB025371,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/54551_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8663,ALDH6A1,ENSG00000119711,HPA029072,enhanced,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/65853_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8552,SQOR,ENSG00000137767,HPA017079,enhanced,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/38855_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
8804,ECHS1,ENSG00000127884,HPA021995,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/49674_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
7738,BNIP3L,ENSG00000104765,HPA015652,enhanced,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/44002_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
7770,IDH3B,ENSG00000101365,HPA049387,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/118270_A_1_5.jpg,0,0,1,0,0,0,0,0,0,0
8857,TOMM20,ENSG00000173726,CAB005585,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/19776_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8693,ACADS,ENSG00000122971,CAB019284,enhanced,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/42604_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8550,UQCRQ,ENSG00000164405,HPA046693,approved,Liver,Liver & gallbladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/106976_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8088,CLPP,ENSG00000125656,HPA010649,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/25325_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
7926,CCDC90B,ENSG00000137500,HPA011130,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/29037_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
7780,ALDH6A1,ENSG00000119711,HPA029072,enhanced,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/65853_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
8095,IDH3A,ENSG00000166411,HPA041465,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/87759_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
8468,BNIP3L,ENSG00000104765,CAB025371,supported,Prostate,Male tissues,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/54551_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8244,TIMM10,ENSG00000134809,HPA039946,supported,Liver,Liver & gallbladder,medium;medium,moderate;moderate,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/85232_A_9_4.jpg,0,0,1,0,0,0,0,0,0,0
8665,TUFM,ENSG00000178952,CAB075730,supported,Breast,Female tissues,high;high;high,strong;strong;strong,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/159139_B_2_4.jpg,0,0,1,0,0,0,0,0,0,0
8655,HK1,ENSG00000156515,HPA007044,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/21481_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
7744,TTC19,ENSG00000011295,HPA052380,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/143153_A_3_5.jpg,0,0,1,0,0,0,0,0,0,0
8630,MAOA,ENSG00000189221,HPA059299,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/138065_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
7955,BNIP3L,ENSG00000104765,CAB025371,supported,Liver,Liver & gallbladder,medium;low,moderate;weak,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/54551_A_7_4.jpg,0,0,1,0,0,0,0,0,0,0
8283,TXN2,ENSG00000100348,CAB008681,approved,Prostate,Male tissues,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/23625_A_2_5.jpg,0,0,1,0,0,0,0,0,0,0
8006,SUCLA2,ENSG00000136143,HPA061528,supported,Breast,Female tissues,medium;medium;medium,moderate;moderate;moderate,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/149942_B_2_4.jpg,0,0,1,0,0,0,0,0,0,0
8056,ACADS,ENSG00000122971,HPA022271,supported,Liver,Liver & gallbladder,medium;high,moderate;strong,>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/49334_A_8_4.jpg,0,0,1,0,0,0,0,0,0,0
7798,TFAM,ENSG00000108064,HPA040648,supported,Urinary bladder,Kidney & urinary bladder,medium,moderate,>75%,Mitochondria,dataset/HPA-18/Mitochondria/90615_A_6_5.jpg,0,0,1,0,0,0,0,0,0,0
8585,MAVS,ENSG00000088888,HPA049850,supported,Breast,Female tissues,medium;medium;medium,moderate;moderate;moderate,>75%;>75%;>75%,Mitochondria,dataset/HPA-18/Mitochondria/136089_B_3_4.jpg,0,0,1,0,0,0,0,0,0,0
7856,LRPPRC,ENSG00000138095,HPA036409,supported,Urinary bladder,Kidney & urinary bladder,high,strong,>75%,Mitochondria,dataset/HPA-18/Mitochondria/76823_A_5_5.jpg,0,0,1,0,0,0,0,0,0,0
